ncessch,lcity,website,is_school_wide_title1,lzip,title1_school_status,is_title1_eligible,total_students,level,fl_eligible,nslp_direct_certification,rl_eligible,frl_eligible,national_school_lunch_program,sch_name,phone,st,county,gslo,gshi,g_pk_offered,g_kg_offered,g_1_offered,g_2_offered,g_3_offered,g_4_offered,g_5_offered,g_6_offered,g_7_offered,g_8_offered,g_9_offered,g_10_offered,g_11_offered,g_12_offered,g_13_offered,g_ug_offered,g_ae_offered,nogrades,sch_type,sy_status,updated_status,effective_date,lea_name,mcity,mzip,mstate
60002912289,Murrieta,http://www.murrieta.k12.ca.us,,92562,,,2291,High,685,522,102,787,,Murrieta Mesa High,9516770568,CA,Riverside County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/10/2022,Murrieta Valley Unified,Murrieta,92562,CA
60002914598,Murrieta,http://www.murrieta.k12.ca.us,,92562,,,0,High,,,,,,Murrieta Options,9516961600,CA,Riverside County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,4-Alternative Education School,3-New,3-New,01/10/2022,Murrieta Valley Unified,Murrieta,92562,CA
60002914389,Murrieta,http://www.murrieta.k12.ca.us,,92562,,,,Not Reported,,,,,,Murrieta Preschool Outreach,9516961600,CA,Riverside County,,,,,,,,,,,,,,,,,,,,,1-Regular school,1-Open,1-Open,01/10/2022,Murrieta Valley Unified,Murrieta,92562,CA
60002909685,Murrieta,http://www.murrieta.k12.ca.us/mvhs,,92562,,,2295,High,524,417,85,609,,Murrieta Valley High,9516961408,CA,Riverside County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/10/2022,Murrieta Valley Unified,Murrieta,92562,CA
360007702034,NEW YORK,http://www.bergtraum.org,1-Yes,10038,5-Title I schoolwide school,1-Yes,135,High,112,,4,116,Yes under Community Eligibility Option (CEO),MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,2129649610,NY,New York County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/25/2022,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,NEW YORK,10038,NY
160231001034,MURTAUGH,,1-Yes,83344,5-Title I schoolwide school,1-Yes,389,Other,113,74,54,167,Yes participating without using any Provision or the CEO,MURTAUGH SCHOOLS,2084325451,ID,Twin Falls County,Prekindergarten,12th Grade,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/18/2022,MURTAUGH JOINT DISTRICT,MURTAUGH,83344,ID
63357005180,Rosemead,http://www.rosemead.k12.ca.us/muscatel,,91770,,,555,Middle,349,246,73,422,,Muscatel Middle,6262871139,CA,Los Angeles County,7th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/10/2022,Rosemead Elementary,Rosemead,91770,CA
192013001193,Muscatine,http://www.muscatine.k12.ia.us/mhs,1-Yes,52761,4-Title I schoolwide eligible school-No program,1-Yes,1475,High,571,,65,636,Yes participating without using any Provision or the CEO,Muscatine High School,5632636141,IA,Muscatine County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,12/14/2021,Muscatine Comm School District,Muscatine,52761,IA
10252001382,Muscle Shoals,http://www.mscs.k12.al.us,,35661,6-Not a Title I school,2-No,0,High,,,,,Yes participating without using any Provision or the CEO,Muscle Shoals Career Academy,2563892660,AL,Colbert County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,3-Career and Technical School,1-Open,1-Open,04/21/2022,Muscle Shoals City,Muscle Shoals,35661,AL
10252001062,Muscle Shoals,http://www.mscs.k12.al.us,,35661,6-Not a Title I school,2-No,868,High,147,105,23,170,Yes participating without using any Provision or the CEO,Muscle Shoals High School,2563892682,AL,Colbert County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,04/21/2022,Muscle Shoals City,Muscle Shoals,35661,AL
10252001059,Muscle Shoals,http://www.mscs.k12.al.us,,35661,6-Not a Title I school,2-No,663,Middle,154,110,36,190,Yes participating without using any Provision or the CEO,Muscle Shoals Middle School,2563892640,AL,Colbert County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,04/21/2022,Muscle Shoals City,Muscle Shoals,35661,AL
130002603650,Midland,http://www.djj.state.ga.us,1-Yes,31820,5-Title I schoolwide school,1-Yes,43,High,,3,,,No,Muscogee Youth Development Center,7065692863,GA,Muscogee County,8th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,4-Alternative Education School,1-Open,1-Open,03/02/2022,Department of Juvenile Justice,Midland,31820,GA
40612003781,Peach Springs,,,86434,6-Not a Title I school,2-No,36,High,,,,,No,Music Mountain Academy,9287692202,AZ,Mohave County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,3-New,3-New,02/23/2022,Peach Springs Unified District (4369),PEACH SPRINGS,86434,AZ
40612002033,Peach Springs,,,86434,,,,Not Reported,,,,,,Music Mountain Jr./Sr. High School,9287692202,AZ,Mohave County,,,,,,,,,,,,,,,,,,,,,1-Regular school,6-Inactive,6-Inactive,02/23/2022,Peach Springs Unified District (4369),PEACH SPRINGS,86434,AZ
551017001335,Muskego,http://www.muskegonorway.org,,53150,6-Not a Title I school,2-No,1633,High,123,,35,158,No,Muskego High,2629711790,WI,Waukesha County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/28/2022,Muskego-Norway School District,Muskego,53150,WI
551017001330,Muskego,http://www.muskegonorway.org,1-Yes,53150,5-Title I schoolwide school,1-Yes,683,Middle,85,,14,99,Yes participating without using any Provision or the CEO,Muskego Lakes Middle,2629711860,WI,Waukesha County,5th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/28/2022,Muskego-Norway School District,Muskego,53150,WI
268085007844,MUSKEGON,http://www.muskegonisd.org,,49442,6-Not a Title I school,2-No,0,High,,,,,Yes participating without using any Provision or the CEO,Muskegon Area Career Tech Center,2317673600,MI,Muskegon County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,3-Career and Technical School,1-Open,1-Open,01/10/2022,Muskegon Area ISD,Muskegon,49442,MI
262484008375,MUSKEGON,http://muskegonpublicschools.org,1-Yes,49441,4-Title I schoolwide eligible school-No program,1-Yes,105,High,87,,1,88,Yes under Community Eligibility Option (CEO),Muskegon Community Education Center,2317202800,MI,Muskegon County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,4-Alternative Education School,1-Open,1-Open,01/10/2022,Muskegon Public Schools of the City of,MUSKEGON,49441,MI
268085008615,Muskegon,,,49442,6-Not a Title I school,2-No,14,High,11,,0,11,Yes participating without using any Provision or the CEO,Muskegon County Juvenile Transition Center,2317677248,MI,Muskegon County,5th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/10/2022,Muskegon Area ISD,MUSKEGON,49442,MI
260108808645,Muskegon,,1-Yes,49442,5-Title I schoolwide school,1-Yes,153,High,153,,0,153,Yes under Community Eligibility Option (CEO),Muskegon Covenant Academy,2317203100,MI,Muskegon County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,4-Alternative Education School,1-Open,1-Open,01/10/2022,Muskegon Covenant Academy,MUSKEGON,49442,MI
260102906170,MUSKEGON,http://www.mhtigers.org/schools/muskegon-heights-academy/,1-Yes,49444,5-Title I schoolwide school,1-Yes,283,High,266,,4,270,Yes under Community Eligibility Option (CEO),Muskegon Heights Academy,2318303700,MI,Muskegon County,7th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/10/2022,Muskegon Heights Public School Academy System,MUSKEGON,49444,MI
262484006152,MUSKEGON,http://muskegonpublicschools.org,1-Yes,49441,4-Title I schoolwide eligible school-No program,1-Yes,1043,High,789,,58,847,Yes under Community Eligibility Option (CEO),Muskegon High School,2317202800,MI,Muskegon County,8th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/10/2022,Muskegon Public Schools of the City of,MUSKEGON,49441,MI
262484008353,Muskegon,http://muskegonpublicschools.org,1-Yes,49442,5-Title I schoolwide school,1-Yes,762,Middle,640,,29,669,Yes under Community Eligibility Option (CEO),Muskegon Middle School,2317203000,MI,Muskegon County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/10/2022,Muskegon Public Schools of the City of,MUSKEGON,49442,MI
268077001559,EVART,http://moisd.org,,49631,6-Not a Title I school,2-No,25,Other,20,,0,20,Yes participating without using any Provision or the CEO,Muskegon River Youth Home,2317340401,MI,Osceola County,1st Grade,12th Grade,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-Special education school,1-Open,1-Open,01/10/2022,Mecosta-Osceola ISD,EVART,49631,MI
402097001032,Muskogee,http://www.roughers.net,1-Yes,74403,5-Title I schoolwide school,1-Yes,976,High,,150,,728,Yes under Community Eligibility Option (CEO),MUSKOGEE HS,9186843750,OK,Muskogee County,10th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/27/2022,MUSKOGEE,Muskogee,74403,OK
540006000027,INWOOD,,,25428,6-Not a Title I school,2-No,1713,High,,604,,,No,MUSSELMAN HIGH SCHOOL,3042291950,WV,Berkeley County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,04/06/2022,BERKELEY COUNTY SCHOOLS,INWOOD,25428,WV
540006001375,BUNKER HILL,,,25413,6-Not a Title I school,2-No,694,Middle,,288,,,No,MUSSELMAN MIDDLE SCHOOL,3042291965,WV,Berkeley County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,04/06/2022,BERKELEY COUNTY SCHOOLS,BUNKER HILL,25413,WV
402100002881,Yukon,http://www.mustangps.org,1-Yes,73099,5-Title I schoolwide school,1-Yes,508,Middle,,102,,191,Yes participating without using any Provision or the CEO,MUSTANG CENTRAL MS,4052565275,OK,Canadian County,7th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/27/2022,MUSTANG,Yukon,73099,OK
402100002767,Mustang,http://www.mustangps.org,1-Yes,73064,5-Title I schoolwide school,1-Yes,693,Middle,,125,,257,Yes participating without using any Provision or the CEO,MUSTANG HORIZON IES,4052566282,OK,Canadian County,5th Grade,6th Grade,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/27/2022,MUSTANG,Yukon,73099,OK
402100001046,Mustang,http://www.mustangps.org,,73064,6-Not a Title I school,2-No,3648,High,,472,,967,Yes participating without using any Provision or the CEO,MUSTANG HS,4053762404,OK,Canadian County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/27/2022,MUSTANG,Yukon,73099,OK
402100001047,Mustang,http://wwwmustangps.org,1-Yes,73064,5-Title I schoolwide school,1-Yes,661,Middle,,86,,186,Yes participating without using any Provision or the CEO,MUSTANG MS,4053762448,OK,Canadian County,7th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/27/2022,MUSTANG,Yukon,73099,OK
402100001969,Yukon,http://www.mustangps.org,1-Yes,73099,5-Title I schoolwide school,1-Yes,729,Middle,,106,,216,Yes participating without using any Provision or the CEO,MUSTANG NORTH MS,4053242236,OK,Canadian County,7th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/27/2022,MUSTANG,Yukon,73099,OK
63459005731,San Jose,,,95112,,,586,Middle,283,198,58,341,,Muwekma Ohlone Middle,4085356267,CA,Santa Clara County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/10/2022,San Jose Unified,San Jose,95112,CA
191848000079,Anthon,http://www.mvaoschool.com,1-Yes,51004,4-Title I schoolwide eligible school-No program,1-Yes,138,Middle,56,,21,77,Yes participating without using any Provision or the CEO,MVAO Middle School,7123735244,IA,Woodbury County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,12/14/2021,Maple Valley-Anthon Oto Comm School District,Anthon,51004,IA
62628014279,Mountain View,http://www.mvwsd.org,,94041,,,,Not Reported,,,,,,MVWSD Preschool,6505263500,CA,Santa Clara County,,,,,,,,,,,,,,,,,,,,,1-Regular school,1-Open,1-Open,01/10/2022,Mountain View Whisman,Mountain View,94041,CA
120078008458,LABELLE,http://www.hendry-schools.org,,33935,6-Not a Title I school,2-No,0,Other,,,,,No,MYDISTRICT VIRTUAL SCHOOL,8637444555,FL,Hendry County,Kindergarten,12th Grade,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,05/16/2018,HENDRY,LABELLE,33975,FL
130102000381,Savannah,,1-Yes,31404,5-Title I schoolwide school,1-Yes,553,Middle,,409,,,No,Myers Middle School,9123956600,GA,Chatham County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,03/02/2022,Savannah-Chatham County,Savannah,31404,GA
370297001244,Charlotte,http://myersparkhighschool.wearecms.com,,28209,6-Not a Title I school,2-No,3539,High,633,,0,633,Yes participating without using any Provision or the CEO,Myers Park High School,9803435800,NC,Mecklenburg County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,12/08/2021,Charlotte-Mecklenburg Schools,Charlotte,28209,NC
340861005558,Linden,http://www.linden.k12.nj.us/schools/mcmanus/,,07036,6-Not a Title I school,2-No,707,Middle,270,,77,347,Yes participating without using any Provision or the CEO,Myles J. McManus MIddle School,9084867751,NJ,Union County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,1-Yes,2-No,2-No,1-Regular school,1-Open,1-Open,01/27/2022,Linden Public School District,Linden,07036,NJ
362643003624,SENECA FALLS,http://www.senecafallscsd.org,,13148,6-Not a Title I school,2-No,367,High,145,,15,160,Yes participating without using any Provision or the CEO,MYNDERSE ACADEMY,3155685500,NY,Seneca County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/25/2022,SENECA FALLS CENTRAL SCHOOL DISTRICT,SENECA FALLS,13148,NY
483654004095,RAYMONDVILLE,http://www.raymondvilleisd.org,1-Yes,78580,5-Title I schoolwide school,1-Yes,409,Middle,362,,0,362,Yes under Community Eligibility Option (CEO),MYRA GREEN MIDDLE,9566898171,TX,Willacy County,6th Grade,9th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,03/07/2022,RAYMONDVILLE ISD,RAYMONDVILLE,78580,TX
150003000274,Honolulu,,,96813,6-Not a Title I school,2-No,542,Other,73,71,0,73,No,Myron B. Thompson Academy - New Century PCS,8084418000,HI,Honolulu County,Kindergarten,12th Grade,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,1-Yes,2-No,2-No,1-Regular school,1-Open,1-Open,01/24/2022,Hawaii Department of Education,Honolulu,96813,HI
280435000823,MYRTLE,http://www.union.k12.ms.us/myrtle/,1-Yes,38650,5-Title I schoolwide school,1-Yes,708,Other,705,277,0,705,No,MYRTLE ATTENDANCE CENTER,6629882416,MS,Union County,Prekindergarten,12th Grade,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,1-Yes,2-No,2-No,1-Regular school,1-Open,1-Open,01/25/2022,UNION CO SCHOOL DIST,MYRTLE,38650,MS
62085002504,Lamont,,,93241,,,506,Middle,435,348,19,454,,Myrtle Avenue Elementary,6618452217,CA,Kern County,4th Grade,6th Grade,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/10/2022,Lamont Elementary,Lamont,93241,CA
450249000640,Myrtle Beach,,,29577,6-Not a Title I school,2-No,1570,High,446,95,10,456,Yes participating without using any Provision or the CEO,Myrtle Beach High,8438397148,SC,Horry County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/03/2022,Horry 01,Myrtle Beach,29577,SC
450249001340,Myrtle Beach,,1-Yes,29577,5-Title I schoolwide school,1-Yes,1213,Middle,1213,,0,1213,Yes under Community Eligibility Option (CEO),Myrtle Beach Middle,8434483932,SC,Horry County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/03/2022,Horry 01,Myrtle Beach,29577,SC
370333002212,Wilmington,http://www.nhcs.k12.nc.us/mgms,1-Yes,28409,5-Title I schoolwide school,1-Yes,715,Middle,240,,3,243,Yes participating without using any Provision or the CEO,Myrtle Grove Middle,9103502100,NC,New Hanover County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,12/08/2021,New Hanover County Schools,Wilmington,28409,NC
410064000234,Myrtle Point,http://www.mpsd.k12.or.us,,97458,6-Not a Title I school,2-No,191,High,,35,,,,Myrtle Point High School,5415721270,OR,Coos County,7th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/02/2022,Myrtle Point SD 41,Myrtle Point,97458,OR
268062008762,Grand Rapids,http://www.myschoolatkent.net,,49525,6-Not a Title I school,2-No,0,High,,,,,Yes participating without using any Provision or the CEO,MySchoolKent,6164475680,MI,Kent County,6th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/10/2022,Kent ISD,Grand Rapids,49525,MI
250005501260,Malden,http://www.mvrcs.com,1-Yes,02148,5-Title I schoolwide school,1-Yes,1586,Other,,511,,,Yes participating without using any Provision or the CEO,Mystic Valley Regional Charter School,7813880222,MA,Middlesex County,Kindergarten,12th Grade,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/03/2022,Mystic Valley Regional Charter (District),Malden,02148,MA
482034002036,GARLAND,http://www.garlandisd.net/nghs,1-Yes,75042,5-Title I schoolwide school,1-Yes,2752,High,1762,,232,1994,Yes under Community Eligibility Option (CEO),N GARLAND H S,9726753120,TX,Dallas County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,03/07/2022,GARLAND ISD,GARLAND,75042,TX
280318001179,Newton,http://www.nmsd.us,1-Yes,39345,5-Title I schoolwide school,1-Yes,196,Middle,196,133,0,196,Yes under Community Eligibility Option (CEO),N H PILATE MIDDLE SCHOOL,6016833926,MS,Newton County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,1-Yes,2-No,2-No,1-Regular school,1-Open,1-Open,01/25/2022,NEWTON MUNICIPAL SCHOOL DISTRICT,Newton,39345,MS
180780001330,North Judson,,1-Yes,46366,4-Title I schoolwide eligible school-No program,1-Yes,475,High,195,178,11,206,Yes participating without using any Provision or the CEO,N Judson-San Pierre Jr Sr High Sch,5748962158,IN,Starke County,7th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/25/2022,North Judson-San Pierre Sch Corp,North Judson,46366,IN
370066000268,Yanceyville,http://dillard.nc.ccm.schoolinsites.com/,1-Yes,27379,5-Title I schoolwide school,1-Yes,527,Middle,288,,17,305,Yes participating without using any Provision or the CEO,N L Dillard Middle,3366944941,NC,Caswell County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,12/08/2021,Caswell County Schools,Yanceyville,27379,NC
280180000980,HATTIESBURG,http://burger.hattiesburgpsd.com,1-Yes,39401,5-Title I schoolwide school,1-Yes,568,Middle,568,413,0,568,Yes under Community Eligibility Option (CEO),N R BURGER MIDDLE SCHOOL,6015820536,MS,Forrest County,7th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,1-Yes,2-No,2-No,1-Regular school,1-Open,1-Open,01/25/2022,HATTIESBURG PUBLIC SCHOOL DIST,HATTIESBURG,39401,MS
510002601576,Manassas,,,22108,6-Not a Title I school,2-No,0,Not Applicable,,,,,,N VIRGINIA REG SPEC ED PGM,7037917295,VA,Prince William County,,,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-Special education school,1-Open,1-Open,01/26/2022,N VIRGINIA REG SPEC ED PGM,Manassas,20108,VA
551023003116,Necedah,http://www.necedahschools.org/schools/charter/n-gage-academy---secondary.cfm,2-No,54646,1-Title I targeted assistance eligible school-No program,1-Yes,37,High,13,,2,15,Yes participating without using any Provision or the CEO,N-Gage Academy,6085652256,WI,Juneau County,6th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/28/2022,Necedah Area School District,Necedah,54646,WI
